palabra,sentimiento,emocion
diario,positivo,alegria
diatriba,negativo,enfado
dado,neutro,neutro
dicotómico,neutro,neutro
dicotomía,neutro,neutro
dictar,neutro,neutro
dictado,neutro,neutro
dictador,negativo,miedo
dictatorial,negativo,enfado
dictadura,negativo,enfado
dicción,neutro,neutro
diccionario,positivo,confianza
dictamen,neutro,confianza
didáctico,positivo,neutro
morir,negativo,miedo
dieta,neutro,neutro
dietético,positivo,anticipacion
diferir de,neutro,neutro
diferencia,neutro,neutro
diferencias,neutro,neutro
diferencial,neutro,confianza
diferenciación,neutro,neutro
diferentemente,neutro,sorpresa
diferente,neutro,neutro
difícil,neutro,miedo
dificultades,negativo,tristeza
dificultad,negativo,enfado
difuso,neutro,neutro
difusión,neutro,neutro
excavar,neutro,neutro
digerir,neutro,neutro
digestión,neutro,neutro
dígito,neutro,confianza
digno,positivo,neutro
dignidad,positivo,confianza
divagar,negativo,anticipacion
alojamiento,neutro,neutro
dique,neutro,miedo
arruinado,negativo,disgusto
dilatación,neutro,neutro
dilatación,neutro,neutro
dilema,neutro,neutro
diligencia,positivo,confianza
diligente,neutro,neutro
diluente,neutro,neutro
diluido,negativo,neutro
diluido,neutro,neutro
dilución,neutro,neutro
diez centavos,neutro,neutro
dimensión,neutro,neutro
disminuir,negativo,tristeza
disminuido,negativo,neutro
disminución,neutro,neutro
diminutivo,neutro,neutro
estruendo,negativo,neutro
cenar,neutro,neutro
cena,neutro,neutro
cena,positivo,neutro
dinosaurio,neutro,miedo
fuerza de,neutro,neutro
diocesano,neutro,neutro
diócesis,neutro,neutro
diorama,neutro,neutro
aderezo,neutro,neutro
diploma,neutro,neutro
diplomacia,positivo,anticipacion
diplomático,neutro,neutro
diplomático,positivo,confianza
terrible,negativo,disgusto
dirigido,neutro,neutro
dirección,neutro,neutro
directamente,neutro,neutro
director,positivo,confianza
directorio,neutro,neutro
suciedad,negativo,disgusto
sucio,negativo,disgusto
discapacidad,negativo,tristeza
deshabilitar,negativo,miedo
desactivado,negativo,miedo
desventaja,neutro,neutro
desafecto,negativo,neutro
discrepar,negativo,enfado
desagradable,neutro,neutro
en desacuerdo,negativo,enfado
desacuerdo,negativo,enfado
rechazar,neutro,neutro
no permitido,negativo,enfado
desaparecer,neutro,miedo
desaparición,neutro,neutro
desapareciendo,neutro,neutro
decepcionar,negativo,enfado
decepcionado,negativo,enfado
decepcionante,negativo,tristeza
decepción,negativo,disgusto
desaprobación,negativo,tristeza
desaprobar,negativo,enfado
desaprobado,negativo,enfado
desaprobando,negativo,enfado
desarmar,neutro,neutro
desorden,neutro,neutro
desastre,negativo,enfado
desastroso,negativo,enfado
disolver,neutro,neutro
incredulidad,neutro,neutro
no creer,negativo,neutro
desembolsar,neutro,neutro
desembolso,neutro,neutro
desct,neutro,neutro
descartado,neutro,neutro
descartes,negativo,neutro
discernir,neutro,neutro
discernible,neutro,neutro
perspicaz,neutro,neutro
discernimiento,neutro,neutro
descarga,negativo,neutro
discípulo,neutro,confianza
disciplina,negativo,miedo
negar,negativo,enfado
Descargo de responsabilidad,neutro,neutro
revelar,neutro,neutro
revelado,neutro,confianza
divulgación,neutro,neutro
descoloramiento,negativo,disgusto
descolorado,negativo,disgusto
malestar,negativo,tristeza
desconectar,negativo,tristeza
desconectado,negativo,tristeza
desconexión,negativo,neutro
descontento,negativo,enfado
discontinuación,neutro,neutro
discontinuar,negativo,neutro
discontinuidad,negativo,disgusto
discontinuo,neutro,neutro
discordia,negativo,enfado
descuento,neutro,neutro
con descuento,neutro,neutro
desalentar,negativo,miedo
desanimado,neutro,neutro
desánimo,negativo,neutro
discurso,neutro,neutro
descubrir,neutro,neutro
descubrimiento,positivo,neutro
descrédito,negativo,neutro
discreto,positivo,anticipacion
discrepancia,neutro,neutro
discreto,neutro,neutro
discreción,positivo,anticipacion
discrecional,positivo,neutro
discriminar,negativo,enfado
discriminante,negativo,disgusto
discriminación,negativo,enfado
disco,neutro,neutro
conversar,neutro,neutro
discusión,positivo,neutro
desdén,negativo,enfado
enfermedad,negativo,enfado
enfermo,negativo,disgusto
incorpóreo,negativo,miedo
desacoplar,neutro,neutro
retirada,negativo,neutro
desfigurado,negativo,enfado
desgracia,negativo,enfado
deshonrado,negativo,enfado
vergonzoso,negativo,enfado
descontento,negativo,enfado
ocultar,neutro,neutro
disfrazado,neutro,neutro
asco,negativo,enfado
desagradable,negativo,enfado
plato,neutro,neutro
desanimado,negativo,tristeza
descorazonador,negativo,tristeza
deshonesto,negativo,enfado
deshonestidad,negativo,disgusto
deshonra,negativo,enfado
desilusión,negativo,enfado
desinfectar,neutro,neutro
desinfectante,neutro,neutro
desinfección,positivo,neutro
desinformación,negativo,enfado
FALSO,negativo,disgusto
desintegrarse,negativo,disgusto
desintegración,negativo,neutro
desinteresado,negativo,neutro
desarticular,neutro,neutro
inconexo,neutro,neutro
disyuntivo,neutro,neutro
disco,neutro,neutro
disquete,neutro,neutro
disgusto,negativo,enfado
disgustado,negativo,enfado
dislocado,negativo,enfado
dislocación,neutro,neutro
desalojar,neutro,neutro
triste,negativo,disgusto
consternación,negativo,enfado
desmembramiento,negativo,disgusto
despedir,neutro,neutro
despido,negativo,enfado
desmontar,neutro,neutro
desobediencia,negativo,enfado
desobediente,negativo,enfado
desobedecer,negativo,enfado
trastorno,negativo,miedo
desordenado,negativo,neutro
desestructurado,negativo,neutro
menospreciar,negativo,enfado
despectivo,negativo,enfado
dispar,neutro,neutro
disparidad,negativo,enfado
desapasionado,negativo,tristeza
despacho,neutro,neutro
disipar,negativo,tristeza
dispensa,neutro,neutro
dispensar,neutro,neutro
dispersar,neutro,neutro
disperso,neutro,neutro
dispersión,negativo,neutro
desplazar,negativo,neutro
desplazado,neutro,enfado
desplazamiento,neutro,neutro
monitor,neutro,neutro
disgustado,negativo,enfado
disgusto,negativo,disgusto
desecho,negativo,neutro
disponer,neutro,disgusto
dispuesto,positivo,anticipacion
disposición,neutro,neutro
desposeído,negativo,enfado
refutar,neutro,neutro
disputar,negativo,enfado
descalificación,negativo,neutro
descalificado,negativo,enfado
descalificar,negativo,tristeza
indiferencia,negativo,neutro
ignorado,negativo,disgusto
de mala fama,negativo,enfado
mala fama,neutro,neutro
falta de respeto,negativo,enfado
irrespetuoso,negativo,enfado
ruptura,negativo,enfado
insatisfacción,negativo,neutro
insatisfecho,neutro,neutro
disecar,neutro,neutro
disección,neutro,disgusto
diseminar,positivo,neutro
diseminación,neutro,neutro
disensión,negativo,enfado
disentimiento,neutro,neutro
disidente,negativo,neutro
disertación,neutro,neutro
deservicio,negativo,enfado
disidente,negativo,enfado
disímil,neutro,neutro
disipar,neutro,neutro
disipado,neutro,neutro
disociación,neutro,neutro
disolución,negativo,enfado
disolver,neutro,neutro
disonancia,negativo,enfado
disuadir,neutro,neutro
distal,neutro,neutro
distancia,neutro,neutro
distante,neutro,neutro
disgusto,negativo,disgusto
desagradable,negativo,disgusto
destilar,neutro,neutro
destilación,positivo,neutro
distinción,positivo,neutro
distintivo,neutro,neutro
distinguir,neutro,neutro
distinguible,neutro,neutro
distinguido,neutro,neutro
distintivo,neutro,neutro
distorsionado,negativo,disgusto
distorsión,negativo,neutro
distraer,negativo,neutro
distraído,negativo,enfado
distrayendo,negativo,enfado
distracción,negativo,neutro
loco,negativo,tristeza
angustia,negativo,enfado
afligido,negativo,miedo
angustioso,negativo,enfado
distribuir,neutro,neutro
distribución,neutro,neutro
distrito,neutro,neutro
desconfianza,negativo,enfado
disturbio,negativo,enfado
perturbado,negativo,enfado
desuso,negativo,neutro
en desuso,negativo,enfado
abandone,neutro,neutro
ídem,neutro,neutro
cancioneta,positivo,alegria
diurno,neutro,neutro
diván,neutro,confianza
bucear,neutro,neutro
buzo,neutro,neutro
divergir,neutro,neutro
divergencia,neutro,neutro
divergente,negativo,sorpresa
divergente,neutro,neutro
diversos,neutro,neutro
diverso,negativo,neutro
diversificado,positivo,neutro
diversificar,neutro,neutro
desviación,positivo,sorpresa
diversidad,neutro,neutro
desviar,neutro,neutro
divertido,neutro,neutro
despojar,neutro,neutro
desinvertido,negativo,neutro
despojo,negativo,neutro
dividir,neutro,neutro
dividido,neutro,neutro
dividendo,neutro,neutro
Adivinación,neutro,anticipacion
divino,neutro,neutro
divinidad,positivo,neutro
divisible,neutro,neutro
división,neutro,neutro
divisor,neutro,neutro
divorcio,negativo,enfado
divulgar,neutro,neutro
mareo,negativo,neutro
mareado,negativo,neutro
dócil,neutro,neutro
muelle,neutro,neutro
atracado,negativo,neutro
legajo,neutro,neutro
médico,positivo,confianza
doctrinal,neutro,neutro
doctrina,neutro,confianza
documento,neutro,neutro
documental,neutro,neutro
esquivar,neutro,neutro
regate,neutro,neutro
gama,neutro,neutro
hacedor,positivo,neutro
perro,neutro,neutro
obstinado,positivo,neutro
dogma,neutro,confianza
dogmático,neutro,neutro
hechos,neutro,neutro
hazlo,negativo,neutro
zona de las calmas ecuatoriales,negativo,tristeza
limosna,negativo,tristeza
muñeca,neutro,alegria
dólar,neutro,neutro
dolor,negativo,tristeza
delfín,positivo,alegria
dominio,neutro,neutro
Hazme,neutro,neutro
Doméstico,neutro,neutro
domesticado,neutro,neutro
domesticación,neutro,neutro
domicilio,neutro,neutro
domiciliado,neutro,neutro
dominio,neutro,neutro
dominante,negativo,miedo
dominar,negativo,enfado
dominante,neutro,neutro
dominación,negativo,enfado
dominio,neutro,miedo
dominó,neutro,neutro
don,positivo,confianza
donación,positivo,neutro
Burro,negativo,disgusto
donante,neutro,neutro
garabatear,negativo,neutro
condenar,negativo,miedo
condenado,negativo,miedo
Día del Juicio Final,negativo,enfado
puerta,neutro,neutro
timbre de la puerta,neutro,neutro
puerta,neutro,neutro
latente,neutro,neutro
dormitorio,neutro,neutro
dorsal,neutro,neutro
dosis,neutro,neutro
punto,neutro,neutro
doble,neutro,neutro
duplicado,neutro,neutro
doblete,neutro,neutro
duplicación,neutro,neutro
duda,negativo,miedo
dudoso,negativo,neutro
inseguro,negativo,neutro
indudable,positivo,confianza
ducha,negativo,neutro
masa,neutro,neutro
rosquilla,neutro,neutro
austero,negativo,neutro
paloma,positivo,anticipacion
alicaído,neutro,neutro
caída,negativo,miedo
cuesta abajo,neutro,neutro
aguacero,neutro,neutro
completamente,neutro,confianza
velloso,positivo,neutro
dote,neutro,neutro
dormitar,neutro,neutro
docena,neutro,neutro
monótono,negativo,tristeza
reclutar,neutro,anticipacion
arrastrar,neutro,neutro
continuar,neutro,miedo
fuga,neutro,neutro
drenaje,negativo,neutro
agotado,neutro,neutro
pato,neutro,neutro
drama,neutro,neutro
dramático,neutro,neutro
cubrir,neutro,neutro
pañería,neutro,neutro
drástico,neutro,neutro
Barril,neutro,neutro
dibujar,neutro,neutro
retirarse,negativo,neutro
cajón,neutro,neutro
cajones,neutro,neutro
dibujo,neutro,neutro
miedo,negativo,anticipacion
terrible,negativo,enfado
horrorosamente,negativo,disgusto
sueño,neutro,neutro
soñador,neutro,neutro
soñando,neutro,neutro
soñador,neutro,neutro
triste,negativo,tristeza
dragar,neutro,neutro
empapado,neutro,neutro
vestidor,neutro,neutro
regatear,neutro,neutro
seco,neutro,neutro
secadora,neutro,neutro
deriva,neutro,neutro
desviado,neutro,neutro
taladro,neutro,neutro
beber,neutro,neutro
Bebiendo,negativo,neutro
goteo,neutro,neutro
goteo,neutro,neutro
mentiras,negativo,disgusto
conductor,neutro,neutro
entrada de coches,neutro,neutro
llovizna,neutro,neutro
gracioso,neutro,neutro
zumbido,negativo,neutro
babear,neutro,disgusto
caído,negativo,neutro
soltar,neutro,neutro
gotita,neutro,neutro
sequía,negativo,neutro
condujo,neutro,neutro
ahogar,negativo,miedo
somnolencia,negativo,neutro
soñoliento,neutro,neutro
trabajo penoso,negativo,neutro
droga,neutro,neutro
drogado,neutro,tristeza
farmacia,neutro,neutro
druida,neutro,neutro
tambor,neutro,neutro
batería,neutro,neutro
tamborileando,neutro,neutro
borracho,negativo,disgusto
embriaguez,negativo,neutro
seco,neutro,neutro
sequedad,neutro,neutro
doble,neutro,neutro
dualismo,neutro,neutro
dualidad,neutro,neutro
doblar,neutro,neutro
dudoso,negativo,miedo
agachado,neutro,neutro
conducto,neutro,neutro
dúctil,neutro,neutro
prendas de vestir,neutro,neutro
adeudado,neutro,neutro
duelo,neutro,enfado
deudas,neutro,neutro
dueto,positivo,neutro
refugio subterráneo,neutro,neutro
duque,positivo,neutro
tedioso,negativo,tristeza
mudo,negativo,neutro
ficticio,negativo,neutro
vertedero,neutro,neutro
deshecho,negativo,enfado
pardo,negativo,neutro
duna,neutro,neutro
estiércol,neutro,disgusto
calabozo,negativo,miedo
dúo,neutro,neutro
engañar,negativo,enfado
dúplex,neutro,neutro
duplicar,neutro,neutro
duplicación,neutro,neutro
duplicidad,negativo,enfado
durabilidad,positivo,confianza
durable,positivo,confianza
duración,neutro,neutro
coacción,negativo,enfado
oscuridad,neutro,neutro
oscuro,neutro,neutro
polvo,negativo,neutro
plumero,neutro,neutro
polvoriento,neutro,neutro
obediente,positivo,anticipacion
enano,neutro,neutro
enano,negativo,miedo
residir,neutro,neutro
habitante,neutro,neutro
vivienda,neutro,neutro
teñir,neutro,neutro
muriendo,negativo,enfado
dique,neutro,neutro
dinámica,neutro,sorpresa
dinámico,neutro,neutro
dinámica,neutro,neutro
dinamita,neutro,neutro
dinastía,neutro,neutro
disentería,negativo,disgusto
dispepsia,neutro,neutro
ansioso,positivo,anticipacion
afán,positivo,anticipacion
águila,neutro,confianza
oído,neutro,neutro
conde,positivo,neutro
más temprano,neutro,neutro
temprano,neutro,neutro
ganar,positivo,neutro
serio,positivo,neutro
formalmente,positivo,neutro
seriedad,positivo,neutro
ganancias,neutro,neutro
arete,neutro,neutro
alcance del oído,neutro,neutro
tierra,neutro,neutro
loza de barro,neutro,neutro
terrenal,neutro,neutro
terremoto,negativo,enfado
terroso,neutro,neutro
facilitar,positivo,neutro
caballete,neutro,neutro
comodidad,positivo,neutro
fácilmente,neutro,neutro
fácil,neutro,neutro
de trato fácil,positivo,neutro
comer,positivo,neutro
comiendo,neutro,neutro
escuchar a escondidas,negativo,neutro
reflujo,neutro,neutro
ébano,neutro,neutro
excéntrico,neutro,neutro
excentricidad,neutro,neutro
eclesiástico,neutro,neutro
eco,neutro,neutro
ecléctico,neutro,neutro
eclipse,neutro,neutro
eclíptica,neutro,neutro
económico,neutro,neutro
ciencias económicas,neutro,neutro
economía,neutro,confianza
éxtasis,positivo,anticipacion
extático,positivo,anticipacion
ecuménico,neutro,neutro
remolino,neutro,neutro
borde,neutro,neutro
cenefa,neutro,neutro
comestible,neutro,neutro
edicto,negativo,miedo
edificación,positivo,anticipacion
edificio,neutro,neutro
editar,neutro,neutro
edición,neutro,anticipacion
editor,neutro,neutro
editorial,neutro,neutro
educar,positivo,neutro
educado,positivo,neutro
educación,neutro,neutro
educativo,positivo,confianza
Anguila,neutro,miedo
efecto,neutro,neutro
eficaz,positivo,confianza
efectos,neutro,neutro
eficaz,neutro,neutro
efectivamente,neutro,neutro
efectuar,neutro,neutro
afeminado,negativo,neutro
eficaz,neutro,neutro
eficacia,positivo,neutro
eficiencia,positivo,neutro
eficiente,positivo,anticipacion
efigie,neutro,enfado
esfuerzo,positivo,neutro
efusión,neutro,neutro
huevo,neutro,neutro
ego,neutro,neutro
ególatra,negativo,disgusto
enorme,negativo,enfado
salida,neutro,neutro
octavo,neutro,neutro
ochenta,neutro,neutro
eyacular,neutro,neutro
eyaculación,positivo,anticipacion
expulsar,negativo,neutro
expulsión,negativo,neutro
elaborar,neutro,neutro
elaboración,positivo,neutro
vivacidad,neutro,neutro
transcurrir,neutro,neutro
transcurrido,neutro,neutro
elástico,neutro,neutro
elasticidad,neutro,neutro
exaltado,positivo,alegria
codo,neutro,enfado
vejez,neutro,neutro
mayor,positivo,confianza
ancianos,positivo,confianza
el mayor,neutro,neutro
electo,positivo,confianza
elección,neutro,neutro
elector,neutro,neutro
electorado,neutro,confianza
eléctrico,positivo,alegria
electricidad,positivo,neutro
elegancia,positivo,anticipacion
elegante,positivo,alegria
elemento,neutro,neutro
elemental,neutro,neutro
elementos,neutro,neutro
elefante,neutro,neutro
elevar,neutro,neutro
elevación,positivo,anticipacion
ascensor,neutro,neutro
once,neutro,neutro
undécimo,neutro,neutro
duende,neutro,enfado
obtener,neutro,neutro
elegible,positivo,neutro
eliminación,negativo,enfado
élite,positivo,anticipacion
alce,neutro,neutro
ana,neutro,neutro
elipse,neutro,neutro
elipsis,neutro,neutro
elipsoide,neutro,neutro
elíptico,neutro,neutro
elíptico,neutro,neutro
alargado,neutro,neutro
alargamiento,neutro,neutro
elocuencia,positivo,neutro
elocuente,positivo,neutro
dilucidar,positivo,confianza
elucidación,neutro,neutro
eludir,neutro,neutro
elusivo,negativo,sorpresa
demacrado,negativo,miedo
emanar,neutro,neutro
emancipación,positivo,anticipacion
terraplén,neutro,neutro
embargo,negativo,neutro
embarcar,neutro,neutro
